Forecast_ID,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Category,NAICS_Code,NAICS_Description,PSC_Code,Requirement_Title,Estimated_Value_Low,Estimated_Value_High,Estimated_Value_Midpoint,Planned_Solicitation_Quarter,Planned_Award_Quarter,Contract_Type,Anticipated_Set_Aside,Small_Business_Eligible,Recompete,Incumbent_Contractor,Priority_Level,Status,Point_of_Contact_Email,Record_Created_Date,Estimated_Value,Estimated_Value_log,Set_Aside_Type,Competition_Type,Vendor_Size,Number_of_Offers_Received,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Category_Historical_Protest_Rate,Category_Historical_OnTime_Rate,Competition_Historical_Protest_Rate,Competition_Historical_OnTime_Rate,Composite_Risk_Score
FCST-000256,2027,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 4,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Professional Services Requirement - VISN 15 Medical Center North FY2027,160129.8,232304.09,196571.01,FY Q1,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Yes,Meridian Enterprises,Low,Market Research,jennifer.anderson@va.gov,2026-04-03,196571.01,12.188784106264576,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.07963446475195822,0.3368146214099217,31.3
FCST-000257,2026,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 9,Facilities Management,561210,Facilities Support Services,S214,Facilities Management Requirement - VISN 5 Medical Center Main FY2026,380357.05,463917.35,426587.26,FY Q4,FY Q2,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Yes,Yes,Liberty Inc.,Low,Draft Solicitation,maria.taylor@va.gov,2026-03-23,426587.26,12.963574564715719,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.040229885057471264,0.7385057471264368,0.07963446475195822,0.3368146214099217,33.7
FCST-000258,2026,2,VISN 2 Medical Center North,SAO West,Medical/Clinical Services,621399,Offices of Health Practitioners,Q201,Medical/Clinical Services Requirement - VISN 2 Medical Center North FY2026,146904.65,190301.86,165359.16,FY Q4,FY Q1,Time and Materials,Full and Open (No Set-Aside),No,Yes,Summit Enterprises,High,Planning,thomas.moore@va.gov,2026-06-01,165359.16,12.015881161941055,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,35.0
FCST-000259,2028,16,VISN 16 Medical Center South,Strategic Acquisition Center (SAC) - Frederick,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Medical/Clinical Services Requirement - VISN 16 Medical Center South FY2028,262010.4,384761.65,317185.62,FY Q1,FY Q4,Time and Materials,VOSB,Yes,No,,High,Planning,jennifer.taylor@va.gov,2026-05-14,317185.62,12.66724558626426,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,26.1
FCST-000260,2028,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 13,Medical/Clinical Services,621111,Offices of Physicians,Q401,Medical/Clinical Services Requirement - VISN 12 Medical Center North FY2028,254118.7,334712.1,269039.91,FY Q4,FY Q2,Time and Materials,Full and Open (No Set-Aside),No,Yes,Anchor Inc.,Medium,Solicitation Released,susan.anderson@va.gov,2026-02-25,269039.91,12.5026187288051,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,36.8
FCST-000261,2027,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 7,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Medical/Clinical Services Requirement - VISN 9 Medical Center North FY2027,309532.16,444080.46,372276.85,FY Q3,FY Q2,Firm Fixed Price,Full and Open (No Set-Aside),Yes,No,,Medium,Draft Solicitation,maria.taylor@va.gov,2026-04-17,372276.85,12.82739576306002,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,32.5
FCST-000262,2027,8,VISN 8 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Professional Services,541611,Administrative Management Consulting,R425,Professional Services Requirement - VISN 8 Medical Center North FY2027,1234919.66,1650236.92,1394450.79,FY Q4,FY Q3,Firm Fixed Price,SDVOSB,Yes,No,,Low,Planning,james.brown@va.gov,2026-05-09,1394450.79,14.148011913921057,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.03696013289036545,0.8450996677740864,35.4
FCST-000263,2027,6,VISN 6 Medical Center Main,Network Contracting Office (NCO) 10,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Medical/Clinical Services Requirement - VISN 6 Medical Center Main FY2027,629836.63,753204.67,697873.31,FY Q1,FY Q3,Time and Materials,HUBZone,Yes,Yes,Unity Solutions,Medium,Draft Solicitation,linda.anderson@va.gov,2026-02-01,697873.31,13.455794293896428,HUBZone,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,30.6
FCST-000264,2026,4,VISN 4 Medical Center South,Network Contracting Office (NCO) 13,Medical/Clinical Services,621399,Offices of Health Practitioners,Q201,Medical/Clinical Services Requirement - VISN 4 Medical Center South FY2026,819398.36,1183405.64,980564.63,FY Q3,FY Q1,Time and Materials,Full and Open (No Set-Aside),Yes,No,,Critical,Planning,james.anderson@va.gov,2026-05-13,980564.63,13.795884857615599,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,47.4
FCST-000265,2027,2,VISN 2 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Transportation,485991,Special Needs Transportation,V119,Transportation Requirement - VISN 2 Medical Center Main FY2027,336485.51,442011.25,361685.01,FY Q4,FY Q2,Time and Materials,Small Business,Yes,No,,High,Planning,richard.anderson@va.gov,2026-05-28,361685.01,12.798531738729343,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.02631578947368421,0.7719298245614035,0.03696013289036545,0.8450996677740864,26.3
FCST-000266,2028,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 15,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Medical Equipment Requirement - VISN 3 Medical Center South FY2028,28507.71,40920.32,34487.34,FY Q2,FY Q2,Firm Fixed Price,SDVOSB,Yes,No,,Medium,Market Research,elizabeth.jones@va.gov,2026-07-15,34487.34,10.448376574879884,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,7.9
FCST-000267,2026,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 15,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Pharmaceuticals Requirement - VISN 9 Medical Center South FY2026,100390.42,119717.29,110750.78,FY Q2,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),No,No,,Medium,Solicitation Released,richard.martinez@va.gov,2026-02-26,110750.78,11.615046760012987,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.055865921787709494,0.7402234636871509,0.07963446475195822,0.3368146214099217,28.5
FCST-000268,2028,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 3,IT Services,518210,"Data Processing, Hosting, and Related Services",D307,IT Services Requirement - VISN 12 Medical Center North FY2028,3336518.01,4049077.23,3636116.89,FY Q2,FY Q2,Firm Fixed Price,WOSB,Yes,Yes,Precision Federal Services,Low,Market Research,susan.garcia@va.gov,2026-04-15,3636116.89,15.106427156746191,WOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.03696013289036545,0.8450996677740864,40.3
FCST-000269,2027,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 7,Medical/Clinical Services,621111,Offices of Physicians,Q401,Medical/Clinical Services Requirement - VISN 9 Medical Center South FY2027,293501.47,365467.27,311392.12,FY Q4,FY Q1,Firm Fixed Price,Small Business,Yes,Yes,Frontier Systems,Critical,Market Research,thomas.garcia@va.gov,2026-04-10,311392.12,12.648811444367894,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,23.3
FCST-000270,2028,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 13,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Medical Equipment Requirement - VISN 11 Medical Center Main FY2028,156543.79,223065.36,186697.58,FY Q1,FY Q3,Firm Fixed Price,SDVOSB,Yes,Yes,Precision Systems,High,Planning,maria.williams@va.gov,2026-03-01,186697.58,12.137250723716209,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,18.1
FCST-000271,2026,3,VISN 3 Medical Center Main,Technology Acquisition Center (TAC),Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Pharmaceuticals Requirement - VISN 3 Medical Center Main FY2026,951796.75,1391655.02,1175317.77,FY Q2,FY Q4,Firm Fixed Price,Full and Open (No Set-Aside),Yes,No,,High,Draft Solicitation,elizabeth.johnson@va.gov,2026-01-22,1175317.77,13.977049962383958,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.055865921787709494,0.7402234636871509,0.07963446475195822,0.3368146214099217,43.1
FCST-000272,2026,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 1,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Professional Services Requirement - VISN 10 Medical Center Main FY2026,54845.91,70466.1,63122.26,FY Q1,FY Q1,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Yes,Pinnacle Enterprises,Critical,Planning,michael.miller@va.gov,2026-04-27,63122.26,11.052844601841322,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.07963446475195822,0.3368146214099217,21.2
FCST-000273,2028,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 13,Construction,237990,Other Heavy and Civil Engineering Construction,Z1AA,Construction Requirement - VISN 11 Medical Center Main FY2028,6252542.73,8028886.22,6939599.05,FY Q1,FY Q1,Firm Fixed Price,Full and Open (No Set-Aside),Yes,No,,Low,Solicitation Released,maria.jones@va.gov,2026-03-26,6939599.05,15.752754701139336,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.06666666666666667,0.6166666666666667,0.07963446475195822,0.3368146214099217,62.7
FCST-000274,2026,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 13,IT Services,518210,"Data Processing, Hosting, and Related Services",D316,IT Services Requirement - VISN 4 Medical Center North FY2026,3831232.95,4382464.24,4149417.08,FY Q2,FY Q2,Labor Hour,Small Business,Yes,Yes,Atlas Enterprises,Medium,On Hold,elizabeth.anderson@va.gov,2026-02-01,4149417.08,15.238478660688154,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.03696013289036545,0.8450996677740864,42.9
FCST-000275,2026,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 1,Medical/Clinical Services,621399,Offices of Health Practitioners,Q201,Medical/Clinical Services Requirement - VISN 9 Medical Center South FY2026,107259.85,141026.22,121468.15,FY Q1,FY Q1,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Yes,Yes,Anchor Partners,Medium,Draft Solicitation,susan.brown@va.gov,2026-04-02,121468.15,11.707415600057255,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,26.0
FCST-000277,2026,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 9,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,Medical Equipment Requirement - VISN 12 Medical Center Main FY2026,3191350.17,4681351.95,3917063.03,FY Q4,FY Q3,Firm Fixed Price,SDVOSB,Yes,Yes,Cornerstone Group,Low,Planning,william.jones@va.gov,2026-01-20,3917063.03,15.180852959208261,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,39.7
FCST-000278,2026,7,VISN 7 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Pharmaceuticals Requirement - VISN 7 Medical Center Main FY2026,367424.14,502976.6,415154.78,FY Q4,FY Q2,Cost Plus Fixed Fee,Small Business,Yes,Yes,Cornerstone Technologies,Medium,Planning,susan.moore@va.gov,2026-03-16,415154.78,12.936409102271806,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.055865921787709494,0.7402234636871509,0.03696013289036545,0.8450996677740864,23.5
FCST-000279,2026,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 15,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Medical/Clinical Services Requirement - VISN 1 Medical Center North FY2026,31503.68,40996.84,36897.71,FY Q1,FY Q2,Firm Fixed Price,SDVOSB,Yes,No,,High,On Hold,jennifer.moore@va.gov,2026-02-06,36897.71,10.515931870067933,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,8.4
FCST-000280,2027,2,VISN 2 Medical Center Main,Denver Acquisition and Logistics Center (DALC),Medical/Clinical Services,621111,Offices of Physicians,Q401,Medical/Clinical Services Requirement - VISN 2 Medical Center Main FY2027,1032142.33,1340542.19,1272192.31,FY Q1,FY Q4,Time and Materials,SDVOSB,Yes,No,,Medium,On Hold,william.taylor@va.gov,2026-06-08,1272192.31,14.056252984605877,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,34.2
FCST-000281,2027,13,VISN 13 Medical Center North,Network Contracting Office (NCO) 13,Transportation,492110,Couriers and Express Delivery Services,V231,Transportation Requirement - VISN 13 Medical Center North FY2027,310922.82,449293.64,373034.57,FY Q3,FY Q2,IDIQ,WOSB,Yes,Yes,Precision Group,High,Solicitation Released,patricia.wilson@va.gov,2026-06-04,373034.57,12.829429056009587,WOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.02631578947368421,0.7719298245614035,0.03696013289036545,0.8450996677740864,21.0
FCST-000282,2027,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 15,Security Services,561612,Security Guards and Patrol Services,S206,Security Services Requirement - VISN 1 Medical Center Main FY2027,319286.56,450812.52,387538.54,FY Q2,FY Q4,Firm Fixed Price,Full and Open (No Set-Aside),Yes,No,,Low,Market Research,william.brown@va.gov,2026-03-06,387538.54,12.867573161279621,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.06299212598425197,0.7795275590551181,0.07963446475195822,0.3368146214099217,36.2
FCST-000283,2027,17,VISN 17 Medical Center South,Network Contracting Office (NCO) 13,Transportation,485991,Special Needs Transportation,V231,Transportation Requirement - VISN 17 Medical Center South FY2027,15948.95,20904.8,18322.62,FY Q1,FY Q1,IDIQ,Full and Open (No Set-Aside),Yes,No,,Medium,Solicitation Released,david.martinez@va.gov,2026-02-27,18322.62,9.815946216961432,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.02631578947368421,0.7719298245614035,0.07963446475195822,0.3368146214099217,10.8
FCST-000284,2027,9,VISN 9 Medical Center West,Network Contracting Office (NCO) 6,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,Medical Equipment Requirement - VISN 9 Medical Center West FY2027,351829.85,462412.91,410776.75,FY Q1,FY Q3,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Yes,Yes,Cornerstone Enterprises,Medium,Solicitation Released,james.rodriguez@va.gov,2026-06-11,410776.75,12.925807592960151,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.07963446475195822,0.3368146214099217,30.6
FCST-000285,2028,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 6,Medical/Clinical Services,621111,Offices of Physicians,Q401,Medical/Clinical Services Requirement - VISN 12 Medical Center North FY2028,107309.54,148254.35,128591.63,FY Q3,FY Q2,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Yes,Patriot Industries,High,Planning,maria.davis@va.gov,2026-01-25,128591.63,11.764404779656624,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,29.9
FCST-000286,2027,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 16,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,Medical Equipment Requirement - VISN 2 Medical Center North FY2027,356043.95,463354.63,428140.4,FY Q4,FY Q1,Firm Fixed Price,SDVOSB,Yes,Yes,Horizon Associates,Medium,On Hold,robert.jones@va.gov,2026-05-31,428140.4,12.967208793834292,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,22.0
FCST-000287,2027,7,VISN 7 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Security Services,561612,Security Guards and Patrol Services,S206,Security Services Requirement - VISN 7 Medical Center North FY2027,43732.13,54470.47,46258.46,FY Q3,FY Q1,Time and Materials,Full and Open (No Set-Aside),No,Yes,Anchor Systems,Low,Solicitation Released,richard.martinez@va.gov,2026-05-31,46258.46,10.742021262565547,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.06299212598425197,0.7795275590551181,0.07963446475195822,0.3368146214099217,18.4
FCST-000288,2027,17,VISN 17 Medical Center West,SAO West,IT Services,518210,"Data Processing, Hosting, and Related Services",D307,IT Services Requirement - VISN 17 Medical Center West FY2027,711389.11,879310.31,811512.99,FY Q3,FY Q4,Time and Materials,VOSB,Yes,No,,Low,Market Research,thomas.rodriguez@va.gov,2026-01-22,811512.99,13.606656905467787,VOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.03696013289036545,0.8450996677740864,24.7
FCST-000289,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 5,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Medical Equipment Requirement - VISN 7 Medical Center North FY2027,2029423.75,2472880.54,2278135.42,FY Q1,FY Q1,Firm Fixed Price,SDVOSB,Yes,Yes,Horizon Associates,Critical,Draft Solicitation,michael.garcia@va.gov,2026-07-05,2278135.42,14.63886830706097,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,36.9
FCST-000290,2027,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 8,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,Medical/Clinical Services Requirement - VISN 7 Medical Center North FY2027,729710.14,889233.0,775657.58,FY Q4,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),Yes,No,,High,Market Research,karen.taylor@va.gov,2026-05-18,775657.58,13.561467728121492,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,42.4
FCST-000291,2028,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 10,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Professional Services Requirement - VISN 15 Medical Center Main FY2028,431264.16,561651.2,484705.97,FY Q3,FY Q2,IDIQ,WOSB,Yes,Yes,Apex Associates,Medium,Market Research,michael.garcia@va.gov,2026-06-19,484705.97,13.091299801758959,WOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.03696013289036545,0.8450996677740864,23.8
FCST-000292,2026,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 14,Construction,236220,Commercial Building Construction,Z1AA,Construction Requirement - VISN 5 Medical Center Main FY2026,5736969.46,7034174.67,6390483.36,FY Q4,FY Q3,Time and Materials,Full and Open (No Set-Aside),No,No,,Medium,Market Research,john.davis@va.gov,2026-06-01,6390483.36,15.670320623168077,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.06666666666666667,0.6166666666666667,0.07963446475195822,0.3368146214099217,53.5
FCST-000293,2026,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 18,Food Service,722320,Caterers,8940,Food Service Requirement - VISN 16 Medical Center North FY2026,96970.41,120851.76,109789.83,FY Q3,FY Q3,Firm Fixed Price,SDVOSB,Yes,No,,High,Market Research,richard.anderson@va.gov,2026-06-05,109789.83,11.60633228908726,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.020833333333333332,0.765625,0.03696013289036545,0.8450996677740864,15.1
FCST-000294,2026,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 7,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Professional Services Requirement - VISN 11 Medical Center Main FY2026,722687.85,995650.76,824749.32,FY Q1,FY Q2,Firm Fixed Price,Full and Open (No Set-Aside),No,Yes,Apex Group,Medium,Draft Solicitation,david.brown@va.gov,2026-04-13,824749.32,13.622835977087115,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.04941176470588235,0.7458823529411764,0.07963446475195822,0.3368146214099217,35.8
FCST-000295,2026,3,VISN 3 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,IT Services,518210,"Data Processing, Hosting, and Related Services",D302,IT Services Requirement - VISN 3 Medical Center Main FY2026,620972.37,868541.68,770759.16,FY Q4,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),Yes,No,,High,Draft Solicitation,linda.thomas@va.gov,2026-01-29,770759.16,13.555132527627133,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.07963446475195822,0.3368146214099217,43.7
FCST-000296,2027,9,VISN 9 Medical Center West,Network Contracting Office (NCO) 10,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Medical Equipment Requirement - VISN 9 Medical Center West FY2027,756259.6,1100620.81,912022.05,FY Q2,FY Q2,Firm Fixed Price,Small Business,Yes,No,,Critical,Market Research,michael.garcia@va.gov,2026-01-26,912022.05,13.72342054285989,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.03696013289036545,0.8450996677740864,27.9
FCST-000297,2027,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 13,Medical/Clinical Services,621111,Offices of Physicians,Q301,Medical/Clinical Services Requirement - VISN 2 Medical Center North FY2027,402096.04,522391.05,452855.72,FY Q1,FY Q1,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Yes,Unity Associates,Medium,Draft Solicitation,thomas.miller@va.gov,2026-02-19,452855.72,13.02333106304377,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,34.8
FCST-000298,2028,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 9,Security Services,561612,Security Guards and Patrol Services,S206,Security Services Requirement - VISN 14 Medical Center Main FY2028,93818.22,130719.91,113546.3,FY Q1,FY Q3,Time and Materials,Full and Open (No Set-Aside),No,Yes,Sterling Enterprises,High,Solicitation Released,jennifer.davis@va.gov,2026-04-11,113546.3,11.639974769179668,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.06299212598425197,0.7795275590551181,0.07963446475195822,0.3368146214099217,26.4
FCST-000299,2027,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 16,Construction,236220,Commercial Building Construction,Z1AA,Construction Requirement - VISN 16 Medical Center South FY2027,107636.73,141262.32,117572.16,FY Q4,FY Q4,Firm Fixed Price,Full and Open (No Set-Aside),No,No,,Medium,Market Research,richard.brown@va.gov,2026-01-24,117572.16,11.674816057105422,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,4.0,5.0,44.0,0,0.06666666666666667,0.6166666666666667,0.07963446475195822,0.3368146214099217,24.2
FCST-000300,2027,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 8,Facilities Management,561720,Janitorial Services,S201,Facilities Management Requirement - VISN 16 Medical Center South FY2027,23097.36,28431.23,25105.17,FY Q3,FY Q1,Firm Fixed Price,SDVOSB,Yes,No,,Medium,Draft Solicitation,john.moore@va.gov,2026-06-01,25105.17,10.13086891164496,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.040229885057471264,0.7385057471264368,0.03696013289036545,0.8450996677740864,5.7
FCST-000301,2027,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 11,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Medical Equipment Requirement - VISN 14 Medical Center North FY2027,104847.2,151041.3,122911.4,FY Q3,FY Q2,IDIQ,Full and Open (No Set-Aside),Yes,No,,Medium,Market Research,elizabeth.jones@va.gov,2026-05-25,122911.4,11.719227185501179,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.035164835164835165,0.7714285714285715,0.07963446475195822,0.3368146214099217,28.7
FCST-000302,2026,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 7,Facilities Management,561210,Facilities Support Services,S214,Facilities Management Requirement - VISN 7 Medical Center Main FY2026,488598.92,642811.19,528077.42,FY Q3,FY Q2,Firm Fixed Price,SDVOSB,Yes,No,,Critical,Planning,elizabeth.rodriguez@va.gov,2026-07-06,528077.42,13.177000074387262,SDVOSB,Set-Aside,Small Business,4.0,5.0,44.0,0,0.040229885057471264,0.7385057471264368,0.03696013289036545,0.8450996677740864,22.6
FCST-000303,2027,14,VISN 14 Medical Center North,Network Contracting Office (NCO) 12,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Medical/Clinical Services Requirement - VISN 14 Medical Center North FY2027,1027917.44,1321834.29,1150954.32,FY Q3,FY Q4,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Yes,Precision Consulting,Low,Planning,john.smith@va.gov,2026-03-10,1150954.32,13.956102868531799,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.07963446475195822,0.3368146214099217,42.6
FCST-000304,2027,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 13,Medical/Clinical Services,621399,Offices of Health Practitioners,Q401,Medical/Clinical Services Requirement - VISN 10 Medical Center North FY2027,68133.35,88382.89,73335.79,FY Q4,FY Q1,Time and Materials,Small Business,Yes,No,,Low,Market Research,susan.garcia@va.gov,2026-02-10,73335.79,11.202817671919142,Small Business,Set-Aside,Small Business,4.0,5.0,44.0,0,0.039509536784741145,0.7615803814713896,0.03696013289036545,0.8450996677740864,20.3
FCST-000305,2026,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 6,IT Services,541512,Computer Systems Design Services,D316,IT Services Requirement - VISN 3 Medical Center South FY2026,467724.6,581778.31,530128.99,FY Q4,FY Q3,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Yes,Legacy Partners,Medium,Solicitation Released,robert.martinez@va.gov,2026-06-13,530128.99,13.180877519606913,Full and Open (No Set-Aside),Full and Open,Small Business,4.0,5.0,44.0,0,0.06483300589390963,0.68762278978389,0.07963446475195822,0.3368146214099217,36.4
